#File	PNG-Size	WebP-Size	WebP-DSSIM	JPEG-Size	JPEG-DSSIM	JPEG-Quality
icons/JtwSblP-OEj74oAZOtFoNsJ8OLHMV9sEIcLL4zD-SS_sThPZSBMeVmXntnmnHDYOLqw.png	27980	5604	0.1931	8089	0.2026	85
icons/7p_cQpSzCMr3Ekq6e7r4jkr5tgajkuCWMzw_wy5dE4AbW0T_aSF6-c7NF21FVufRizI.png	15736	3160	0.0586	4628	0.0655	90
icons/kC7E-3Teo1oUhVUNWUQL_82Ja4D3Jom4jYDo48SY0-cXSDli1CALL-g4-pl7zThysaOm.png	14143	2852	0.0307	8921	0.1975	99
icons/A9ukuCkQq_ikbcXrQOSRJj986ayNwqqwtIG8m7kBZZ8vgM3872T8CZUcDuBlQh33Ow.png	24799	3476	0.1449	6265	0.1523	87
icons/VQeHzN0R7gHqHMHiROyl3ATJcKXv26QGI1idd11t13tU7A5a3RY-EsMImBi59AsF-hE.png	11087	2698	0.1073	5126	0.1055	92
icons/8TBzyw7TOD1-aRiOs9_BB-76n1fApQHBHGFi575cM2ckBvhk65KAa2znbsgmvhQvURGt.png	20757	3092	0.0409	11370	1.0524	99
icons/w0mouKOCnPYPz3rt1cmEy5LEdU6GcaDoRrm47rccnei1FrexVgDxqOne9KNmpmmb8Cc.png	20461	3878	0.1202	6627	0.1227	87
icons/jNXuIdItg3IZdFJ19QdcfZJxoF81VZokWVmCFCctMwJ-5VTKG51qELnQqM3r0zExZiHP.png	9946	3896	0.0116	9524	0.0298	99
icons/MT82ylyiSErxURBuAcfwxh-ig9FlGxrrFg22utg_JzUm7a5ZY2ed0QkDYTY8ptBmC5OZ.png	15312	2370	0.136	6116	0.1279	90
icons/0ggsnR4Usre_hUGFIZLcwclAAR1v2M2CoJV_g6mPE9wOy_5yZfGTdgZ4964GK3z0NE0.png	15042	2660	0.1032	4698	0.1077	85
icons/jGRsQywTmvK2LaAmZoZ-uOB_1ZcOonNy2mUyVtTpYATKhUyk3WW5gYcbZam2svJ8j_E.png	6930	2120	0.0519	3319	0.0498	90
icons/80_IQUV3tcGKyZuUmq2NVuPOCBZO_g8_RqJanw1XPCGOWtCjdezlK7WMHR0WAGmTSpI.png	20160	2596	0.0867	6123	0.0874	92
icons/TVXCTLKGV9Fp8OqHhlA3yDXPumd57ZhGAJIB0SX5pERs5MRSkDp4RJ1lhz6lr7K-f_NN.png	14808	2738	0.0565	4508	0.0582	90
icons/XR2AjCQqTIl0nn4MMoLPb0iLUb-fmXNpiGV0dwY9h7XUdxr9O6Q3wWuAaQ4whWXcQuA.png	6177	1452	0.0375	3502	0.0369	90
icons/1o0ogqWbhydVm9R9O136f8jnD2vtJGxggR37NMMlYkRAmbx-PfnulAfWA7s7M2JXYH59.png	4285	1424	0.0578	1747	0.0602	95
icons/3PySt3CyAif2MvFw-VakcAkRu6e6LQWkwW0eJTsCxe22s5dqDZL-PrtU35Jc2n7BwQ.png	603	760	0.0234	1873	0.045	99
icons/_-HQRLpaogBsbqReoEeuLjOK7e1p2s0IiY402nO7GbwqeqdJYwby7JlLdPwM1nZa1Nw.png	9151	1764	0.1064	4709	0.1083	92
icons/QLpJnZajUmWT9AGSZBVv-IrFg3QXXCoeTZ5NcSxggsHlnEx1iC1Bwfhp7WJvyVPGug.png	28196	4350	0.1523	7296	0.1596	88
icons/iXC2OT0BtPoNyggLjkJW7My2BxMJes4l_Gks1FjAxr8IZW2KCuZQR87FgwB0kZ2aD-4.png	6705	1590	0.0655	4593	0.0673	90
icons/ZQT_JKtkdg5sl1-VW-5uJCy5pb2MJGq5fPHDGyfwAB2eqD1svmigmmBTvlDljhiX2nYy.png	19679	3770	0.0556	4969	0.0563	90
icons/TMGUomffsXiQDN0WPgf8jvqIoI_gSsJ4f2-M_ZtgsZjID-34mfWAOKtFZ4VgOj0lUQ.png	25838	4318	0.1109	8455	0.1035	90
icons/KJ2iFX1E_eNwwE9WWN_6268yinmg8N-F_AVV8-XrI0QmF1GpXYVCHIDxOdbF30AF9A.png	15000	2412	0.0791	5127	0.0793	90
icons/mbNCZ6aV0TmI8igFeauyHEoZJKx86T4lMIRJZmCTXk2Y_WxgPGszrluM_V6WlpYphA.png	17195	4380	0.0661	8228	0.0582	95
icons/Zi4QET0mWcHBtWX0W4RJDzVzQKFQBV7bfRTO79-XFotB7vZ5190OH48pVj2XJZvic4k.png	13426	3220	0.0122	5334	0.0185	97
icons/fHLjMZ4JH2Gtfhkq_g7VDm9eH_Vb17r94SXquVcUmgwOKOeizVXDLp8IE3eSlBmje7s.png	12723	3294	0.0812	6162	0.0756	90
icons/VGukcfqzFdQRtVuq9HS4OmYWZL6LDJ8OimnZLXVhErxAacFxm2dvAmdR6glfLnaZRA.png	17486	2354	0.1145	5134	0.1075	90
icons/UGsXIB86_f7HKhJvcRRwuzLPeqVtm-bl-dkG-HWDVdeY7IIJcRW7odMfLwCNLCpN-b8.png	11365	4218	0.0268	4267	0.03	90
icons/iBpztBIBvjr-Q496XmAZoRwz00-G1QzEXNW_jaNWnlhD_wskNrUYr0YIYD8ZLxeA39I.png	28296	5334	0.2151	8679	0.218	88
icons/zBV-irr4Puyi-I15HvzNTDXi6tg-L93So9bHLIdEdMEFzxNlRyhWc1EIP1WU2_-LHzw.png	155	134	0.0	380	0.0032	90
icons/UsZ2N15Yqk1ZrIZFPKFtAppHnWzFwU1mJoGYUD348IYWiTlPwmie4d40lEXeg0tYjw.png	18845	3106	0.1585	6199	0.1519	90
icons/7e8eD_-RpwC9b9YD5Ut3-k7mYFpzEtKG3ctUeeYjWW-a0xQYHaCawu99vhsYnXcvnFA.png	33499	4290	0.1376	7075	0.1405	87
icons/aFOdOrQt0AGeBZYeJul7QZUWcbk7nIfT5ewxn_LI-EMJt0_SMP0VhfsclVVGN6A9Hbc.png	14352	2742	0.0639	7636	0.0584	95
icons/TOfJTyDd6GD_jJNWeB2o3ryGxOt9iMj65F8jmZkMpJy13H3cenilZEBVyfM9Y-OaPB-E.png	35359	4944	0.2452	8007	0.255	88
icons/dwzCD5Lz8EoRyqO4OjufJ7C07VGnM0_-094Qg0MNy_OjdLn4a00hjruwM_4J30Bfi_c.png	4120	1302	0.0102	2713	0.0156	90
icons/TgjRs9WsaR7VgqLXu3pr0hUdQXREZOQ1tYAeWrHLcqXpBHVgLasNb0kFxeN-9fMtRw.png	10669	1888	0.1299	5240	0.1295	92
icons/FqtsKuaBWwXWsiKOMamkyUAqK3yDSb6OmmPXxwFPK4w00aGfqdKy7wxKCB2Mr6SCEw.png	26320	4722	0.1313	6646	0.1233	90
icons/Z_4sc4hNoIxTFWWCwhVyXQQtx_qWudaGg2Dxf-XRPba05u0dp_yxfjNTksR2yVkYgV7k.png	36707	4656	0.1483	7579	0.1494	87
icons/TfcY1yUsGRSWHhyc1e4ygfGmD8B540Rq2Z_CZId-2jHz66el3ula50habUR2xneo_gA.png	6166	1784	0.0416	4496	0.0404	95
icons/2XG5b4Jv2yxVqxtnoOL5gg5seLiZRUp1VFNFjBv_7Ccge9P8Ufza_C63drfhJzH3PRU.png	9843	2298	0.0087	5373	0.0006	99
icons/BPNYrZ7CKLORhNrcHJNjkYtt6viLDliXvOVm7d4-Ixt198QVj-74jf3twdi-waZPkBk.png	4987	890	0.0476	2923	0.0447	90
icons/Q21B1RAtVnMZyUbISNmlfURBAB5n1tOAlyCh-BrLriyFnd2eG9kfHv9z_rA_JR8ERfU.png	16747	3234	0.0896	4058	0.0952	90
icons/t5Up4m2Zpu-SfiWapdwhqZhgl_7b1xHU-g5tAy_I4pEpf2o5wDnz1hh0pgIKF7t-R5A.png	13231	2840	0.0825	6376	0.0779	90
icons/NGQHSHHahUJVVPQa1wz4j7f95mxOfb-xMXYRJxXarUryHCKx-m7qmQcvQqKaHWf9Eklh.png	8901	2222	0.0817	5677	0.0778	90
icons/1I6EuinjUd5g6pQEJda1CGTSC3noBO-V4AQFs6EGmn5n7a8MY3gxPMQUyJLC82mhH44.png	33810	6304	0.1868	8915	0.1934	87
icons/EMoJv4-IVkUpvUzBfn7-ItLbzTREMDcZjvnPHX3cDP7j2j9jx5CZpFx7cKhCx3VMMvA.png	38726	5346	0.1837	7762	0.1852	85
icons/36-FWKHjYYlK5WsR2h0HBNmjMo4lVuZ4Aeb57ia-dHafTo2xoU4rq1CHHAen_gOWY-wx.png	8810	1676	0.105	3044	0.1072	90
icons/wQrWQmE0Q-rilTG9vZAq76tHoITpV6xs9NtK7gm1VgjtakNnV8EJkGx7hbtv2EM4Zw.png	25963	4638	0.157	8308	0.1539	90
icons/K0WgXdI7kuIqcT_RsH0PBEk7zWFN-Lo_QiqeQ8CFxk_CflEs1EMslce-XuhLtMtMtw.png	10445	3152	0.0551	6848	0.049	95
icons/na5d7udy6HU1mPzexj7aJ0byalmL2YF9m0Apyss5c_dbum3xOadbMgt2h2VkAm_t4nc.png	7421	2536	0.0348	5230	0.0336	95
icons/bZezzL0hdA2nVDa_1oe89SZswhCmH3SKOCgLWDsAriHW0t8jom4UMVSWr03aP4KMk6M.png	19057	2860	0.015	11687	0.2437	99
icons/4UlXpW1906ks32U5Eq7KMVFBvKGjffrNnINaUbFPMYTv5tD7oZooxKrrLkPci3B76gI.png	17716	3738	0.027	6364	0.028	95
icons/uVuniBVH5APT3Fo_phkCc01DxDVm4L6jBVJ9g4JNA9wkP5DMSyRL8V8dxoULGceQZ6m2.png	35635	4856	0.1943	7843	0.1951	87
icons/0LF6wCmHRTj059l5tCIHfwCXAgh8iB9h583i6Mah54Sbj2EHcoObvzz-SGrMxpMZ5sw.png	23513	4202	0.1481	7051	0.1446	87
icons/X-FLcqCU6UiiTOw-Keu_hZ2-CE9-W_HmDOhtyegfkeQri9f7IEnJOz-9VXKZmWYVMGI.png	13613	1864	0.0622	5063	0.0527	90
icons/xA_ZYN6_vtEDVsaOhq7tvg7Mu1dtWA_Koi1OwEP_pXH_6cVQIR2cw3HBA8gjg-wH3VE.png	2970	1272	0.0915	6581	0.1079	99
icons/rWdEpDpUDQx-bZrReGi-Vk-svYhP6wbwDH6aXifaaiKCCwzLiIk_yn-O_8LBf_x32A.png	32640	3432	0.1618	6171	0.1595	85
icons/H-2UWtPfrHSyn9EhgOYJYOSFCPLKH-a73l88evLzM2k9WTG398gOZDu0U0enMdJk18c.png	19788	1504	0.0543	5429	0.0444	95
icons/SS7bt8l6il4BhrjPe6mJWTs9jLThOLHU2wERD2XEaOf1w8Gu_GJRXB2I6bXUKJCmeaM.png	15572	4150	0.047	5996	0.05	90
icons/2m1D-moa7A_2H2T7RaI-fGnURWkxV86ponsgLMvXxs1LXPmt9HdYy4QaieRTV9jzl2k.png	21366	3242	0.1666	6508	0.1694	88
icons/8YlJ2PyTSgulGM31nEFRRhgY5Tb-xAr-IlOz-CXlu5jG27bkfJbdtD0fiJg4YsOMmgs.png	2544	840	0.1227	2277	0.1366	99
icons/LmW8hLl3pNoLTjR_bOaOGsoEkjRZ-E5r264pSiq4gqW6Wunke9l2Rx4nNpiVwflG9tc.png	13385	1718	0.0511	4038	0.0424	90
icons/ZmQ4fvWrD67VAHmmW9O4SUderXSHLqn_0EP9KafNk-t62Pfnn_zuXmnDfNbx02ejIg.png	23840	3268	0.1188	4998	0.1164	82
icons/hzG8A79ir61iWWI2c0Dnc46em50DmZenrn7l4U03MesxQvbEPYRnRbFUMqct9QNels_U.png	39973	4890	0.1284	7734	0.1313	87
icons/LEn4vDf1PYc7DuKuJsdi6mQNqLD4E6DlE968awEFFcXwXEcnAiYkoCiKF3kqRUdCAaQ.png	10940	1404	0.0391	3905	0.0423	90
icons/GKsEelmYxEkBAPWrkOMIDIInvAVwkw6Rmm_Meu_BwxzvzuLaqCIOl3ldDwalOk5mTNw.png	18657	2784	0.1135	4844	0.113	87
icons/Lr7tUM7uwtwNRKefW3tegRr5MpCXd_TnwayW6KuSnvOKLJU5SmU-onEMz1SrDk2FU4A.png	32657	4810	0.1416	7521	0.1383	90
icons/WoCTWG0CXP5LAXh6HNPY15f6dlpidHbucyzn4Fm7apoEZW6ORp0iufAPZG0PCP0qe4k.png	23899	2864	0.0705	6062	0.0653	90
icons/GQ9am5QgpAMco9Lp8kIbwqHwax2MzQlUYxnQZvehAGp1JbxV5O17tS4I-BeGfJfnHcg.png	20715	2574	0.0694	5596	0.0781	90
icons/2PJT0Sk5L3xYbK1UiDpLUI2HZLJRUgzWHeclKSBKkFgN9P20rnIYbT-TXD-bUeBjHe8.png	7237	720	0.0218	2425	0.015	90
icons/WBNkGGpaCZLWNS8NeNRUDRVcsgx9e6pHTqYjqM0Y4Bor0emSiLVaAODf3USBzUXB2eE.png	25241	2960	0.0783	4436	0.0795	85
icons/fgJWfGKc2HaHUCxoTHBpXTDP-E73kZg1AI-aCam6TjwyJ2AtjQPI42iGlCNVCW7JH154.png	5813	1308	0.0476	3987	0.0568	90
icons/LFEhHh3fUDjlvYIyJIUQAYRedIL6kbg7Uyn9CrQzEn3xcaj7ivqALqcT4Yl0D27WL0g.png	23822	4332	0.1583	7998	0.1507	90
icons/rD3phMqWi0BTKL1OnK4av_aixhIp7UMGw1AtFguf2s-XjV8AtMPIbe1NTSMmWc305V8N.png	19458	1394	0.0438	3282	0.0364	85
icons/yWAVppMPrO2Pnulgm11jO5HhDIWh8PRAqhI4WPOd8ypsNyTc8yNf1kAWovdkFUHeKsk.png	19458	1394	0.0438	3282	0.0364	85
icons/PVD1Fh3iwhRX8LGnwF3FJzmDqB3Ewyu2h-IbIuPN1aYsGgEkgBnfRy6MjWgjy1M4ri4.png	21133	2696	0.0448	5514	0.0475	85
icons/GlDWIuhUiTRYfrXl6Fv6zvrBd70wW0QtnWKRdqhBGtcIgHk11wyTD9mH9iR3KqggeJiy.png	14657	2382	0.0988	4917	0.1023	87
icons/7WpNrIrcG8SVamOPqiOw5Cz6ulx49Q85cc3fm5TpJr295uW39vKWoGMhSiEIPGyHrJs.png	14992	1678	0.0541	3418	0.0496	90
icons/dUjmFCrISzpmmZCWQY9yWEdpoICBJU2mOUY6rkO-iFaeNTbxZy1iHfQywFHfLdBTJg.png	42308	7658	0.2721	11061	0.2768	88
icons/5m_Kiop4i_dX1SZeJsOjezza0LBc59RG0f5GZAHRl2xjxI41F2GLHCxgcZBhhbHblYA.png	11636	3116	0.0847	8075	0.076	95
icons/RSQERHrj_1F6vai2P_Y9FmXRi6acI2guUiK1LWMHFmxhYHRiM1VNwyTRm4w__xKElA.png	7593	1178	0.038	3961	0.0317	90
icons/qVZcwAWtYZAm5LRqaPW_KBLHWDAA-Rv-2MnMfCut8KWqmffcUph5EYArkCm_co08Fgc5.png	5144	2298	0.0489	4764	0.0523	90
icons/fRP9gtCOqsO-hewYM-Rfa7wyFD_kggSRUP-YaacTldM3ApA5_cF8atlr9k6836E-QuxN.png	16501	4788	0.0461	4514	0.0488	90
icons/af5rhOQEnWjX1J4HeANAchzCTjzEMWEBmCL_6T3O1DH_93SGiGpQfR4m5-Y3TuwBDQ.png	24489	2638	0.0548	5566	0.0515	90
icons/n5Qr9CyqvkUFw_JuiW1XCkzzC-Hm3khwsvFzB9RJ17mxNUmWxwSjKncoe-lk2kre3A.png	5566	730	0.1718	1341	0.1736	85
icons/6rWXOa2q0cubjsyl9mUrmwxpC36uyhkApi0Xwntv7juDZKPp_rEuzKUzO5ZK_peKF1s9.png	27439	2964	0.0535	5341	0.0538	85
icons/AQqqfkkMEreuBYDLb8msmVPmjrlXdXUElwo3xt70dQZuuAkQvbTGZAxtR1xDdF_QRPw.png	1564	798	0.0284	3315	0.0316	90
icons/c9NgOp8kF-f5BQ-5Bj4cMxX8uG-nsJY5L_Q3RGyuLM-qAxk_02EhQkAhl-Styr2zejwX.png	18457	3474	0.0987	6743	0.0905	90
icons/rDVyz0Yr8_sXNYXqB8NVSPzrF4jA4vduKbz3DeVZtJBDiYHAL-SbVMWVYqpl8p3Of0HB.png	5281	1484	0.03	7944	0.0445	99
icons/KiZhHa_nj4mLbUs4UlZO3vONQk6f4Z8kuxMksruwXxLztkJb-nodPTeMOCIYhrXWfeM.png	16490	2678	0.0336	4573	0.0262	90
icons/D8666Kg77puWxlZ63p6lte7sbnCeA3C-pImcxl1ilBbY9IzKnZTI5ACwIuhWKNLGKYYp.png	14226	2366	0.0658	5464	0.0601	90
icons/1T0fySpCV3WWKnT1YQr6ghuKhPNFQvabVjzLy-ubxNCVUpkNbUPwIddmhW7nZXuomBg.png	23064	4296	0.1226	8546	0.1225	90
icons/RAZGEtRVtn4dJ23u2OclCB1e06VlDomq2PJGRdq5XXsSyU5OysP0DzM3PxuJY_67e3s.png	16293	2560	0.1621	5187	0.1648	87
icons/kqHZGYpH2ppl9AOYJyLd-7dqer_sACfmWQ8h4dKAScOTtEIvWiGpvlBORQSSXTgWPJ4.png	21819	3142	0.0934	5499	0.095	85
icons/K3WqBC9ELBQlue93_OfPphFvd-HjEBOnhFA9ohZbgWBEmhIhDq-ebK2VNr2DojKSOP4.png	3972	872	0.1973	1796	0.1904	92
icons/eO6Q3CbaY3rrEpUjTCI6ICktUvik4CEad3Gzp9Ajaeonucp8Svvc-JBcPvhKCKQCirBk.png	9537	4992	0.0152	9582	0.0394	99
icons/xNfswzzu8pILNl7CAGL-zRyH0dfjbjrFURw0Mu1meAjQpsRayuyWajx4Dr-9QgMA3w.png	6236	2100	0.0391	3776	0.0465	90
icons/nzbhZQZ6jIF_DFPYFhpnu1rl2nPq5MoHz7KNxYGuPQ3U1pEO_rfP94BVxeSeZ908sww.png	13251	2140	0.0654	4260	0.0646	90
icons/PcC-MbJO6NegBwfokAqH35AulA24c8YDdhJk4NKtyfI8WphepEYyiiWUzr2EqyK2gHo.png	14054	3018	0.0471	3367	0.0432	90
icons/ThGrmyWrpqfDro6cR_BqQdtxPa64GjCTGP-K1VgcB_EQjyYbZnLf0akByUA6R5hD_g.png	40280	5558	0.2636	8287	0.2662	87
icons/3yI4ImROw7mkeXnhsBCwxsvWPXB5GYonfNoA0gwupleXbG5xohN4sZe91wndXt4vnR4.png	27613	2808	0.0567	6169	0.0477	90
icons/GwEormhbT_Ly-tz-q24vKMlDawRIxQ4Z0ZeqPJz_3CfTv3riAWzPhNDMPcMA-Ne0bqUp.png	17960	3272	0.1237	5844	0.1176	85
icons/jsJlA2w_07MK-qU-TqT1tAv3bM5a1VitHeY653DBgeAS-PVN6j0sVnzT0w7ujbS5_90.png	18075	4094	0.0448	6435	0.0417	95
icons/eT_JnK8Q3Z0kQWMOmtr7q2w_GsW5pPPHedKotChPS8Dn5-V97vEBK0I7d3n80Chsug.png	17549	3114	0.2379	4954	0.2468	82
icons/ntZ8nY0KrC3RP9Mwr6krbpBB-QzUGr5LMAQd_GopP9k7LvwV-d49kuRpNMQolNkstw.png	24076	2012	0.0573	4253	0.0478	85
icons/RuYSc_5MX3LFsMj40Kt51JE9CeA4di7Pekr06rzcCIGJ3y4MLuZy9sd23O5TNdRvC-Ah.png	8740	2202	0.0542	6941	0.0581	95
icons/ggo5eHu552u3JIc6xlTVxepbNVAYjis2i8elhLlTRPpM6l6STjEL1Pv-EFgaW3yU.png	34940	5840	0.2376	8933	0.2292	85
icons/JE4_FBGBfN2t_HtxH18tNrE8gSfXh7PlfE_9gRpEqzW7c28T0Y7vCarU0g_YAZjyrA.png	7633	1366	0.0208	4165	0.0219	95
icons/9u6n1-KiTvYBk7vfVDxNuXbznoo5fRNcwypgrS7sagLXVrXG7pcPaIYRL8KCofupRf8.png	23130	4994	0.0701	5916	0.0784	90
icons/JG5utSLq8D7qqx439Zqzgwb2k4U3kgOQrAOUh_GC5f4Wgi3NJAJRF1tx6ZdIjwTCkw.png	13476	4934	0.0168	8811	0.0327	99
icons/wwXjCJ1DOyGLEO6_M4OJfNa3VL8aHZmo-DajveBVEu62n2EqXarUvDzwisjD-ktdZNE.png	15718	1836	0.073	4737	0.0656	90
icons/3NLIZkrScPObF7_ymIkrj_9K5SS1FoTk5OI4ORyUDvWiabBJ7jehsjAkiN0G_5173Q.png	7575	2002	0.0785	3738	0.0861	85
icons/Mb9NtJg3dwwTEvNLgxgcbcWU7BMN11y_jF9WEc2N-WhpP-EPmFT7ye6ncXnaJ9V3AqU.png	27067	4314	0.2127	6853	0.2073	85
icons/uZ1RzYNkendJgRgt2g4GUsb3TZ1NbASeKfyNfi2_AMs0eGPp4HxF9o2xOacWxNMkedY.png	10834	2644	0.0344	4169	0.0443	90
icons/Vy03IAlN39M_at5zpw6ejCYg-CMcaLMfQQ9QfsWocm6-VzuPpwc4t_4A9AYOVClYoIj_.png	5036	2676	0.0576	2925	0.0656	97
icons/M-nkI6U0Py3pmXLnDf8gz_xfH9SShMbCLT5meeRdib8yM_CizPMJa9VPG-F74Xh_36Y.png	18148	3472	0.0669	7273	0.0583	90
icons/R3Px1cH-7ZIL4IjA-B_tNbYGHcn7ow4NTQ1Nr7wIVKauwnkLZdCROcU04MM3lZRIgQ.png	7790	1982	0.063	8693	0.1115	99
icons/ItXZGSc8u3_UW_yE_el_S5xBEYmbxj0YlrIaP-Fy4SXImgzHbYjA3uFaWTS5mPbYoA.png	21100	4308	0.1932	7877	0.1984	87
icons/lJJIhcIp2WCSP9h57yreDpTmnxSO6YOn0yxjS8jOS7gXtQjB9IVvEmvpn4ZGdHjKziaw.png	11248	1432	0.0416	4550	0.0423	90
icons/eeA0-Y7Z3C9bJhSy0hrVqcW-4bwPkABJAEPKKoSsMtSRReOpbRn6laZpAhwbazzjfE6k.png	17603	4268	0.0938	6857	0.0951	92
icons/dzzrX6pwLZ-Amb88xvqFbzwBw9tug0nIrbyv-5ldexS7u9nUOcOWNPJaIKxlk56qOes.png	2378	744	0.0322	2751	0.0323	90
icons/jFfFv7d495jplcfdrP-5KUlUPR_JktVnTDowSma0r4snQNZKGkgCeU-ru3uqoZ1o2_Q.png	22670	3460	0.129	6836	0.1301	90
icons/sjqzqYCtG1o74YnQ3nsEHNiASR54nQxupPB7zCVPi43N4t9kpuBTj4BWFDgbkvOn6g.png	29250	2328	0.1258	4339	0.1209	82
icons/ErsyzYGXSLk27RlpgiCf6W5m-xtlj1KGA_hglF9Kiy6HNxNr49A0DpkZDyXjZwvGCLXy.png	11851	3034	0.0462	8308	0.0539	97
icons/vcWYEBJNkgDgbE85Ck8gcRYMpgWzFcSqjfimTFLPKAMdTBj-xs4nmUqFmbcoVgKYySk.png	25583	4028	0.1993	6935	0.2072	87
icons/e9HmxXUqv-ybxDrlkvBVc7OplC6V4N-QTUHSh7Ncbx-Ljixdf9KiJ14tEPIRygf9wfE.png	7152	1144	0.0458	3358	0.046	90
icons/IjKFGwolgsZ7223bFul299dMvG-su4T89YuVB2DKRccemZ9ZILXqsMgRV1cB_zPW95Uk.png	35037	3830	0.1381	6263	0.1355	85
icons/XhMGX53shEaMwfxoc0_VTaOopVEMBtORJgB_n6KLNXuN3KI2rFW_4WO3uNLsZtYYmf4.png	15849	1758	0.0704	3936	0.0639	90
icons/0I4DMX33nQ5pxO4jfuO-Zx1LSr4o7W0E-O9juPItUqzKfY5vaN5ngHhgNXN6vLlTiw.png	365	90	0.0	380	0.3351	99
icons/Slzt4-kGTdnmud1hP7epVqKOlhE-37IFi0g1j-dkt-TkrXFFqySUnAGQi4Bqz5rwzu0.png	14798	3004	0.1175	6627	0.1103	90
icons/lZzk1JPph6MRMAHPycY93JNVPjzMFEX8gYg0Y1nzGpnNLsFH5980yx6onl6pOFxSks4.png	13663	2272	0.0698	5026	0.0778	90
icons/KTrmvldyST4pzuOPQAdLCglKU_ye3ogWuoGU8I8zwEvb8ktMnOBeFMqh2rltqsRuFeU8.png	6942	1632	0.0284	3988	0.0287	90
icons/Ul6-CsVIhFmnBjcecv6lMgDmqHEk53KQhtJU51rKTTZ3X5W0-bxCCMR5InckKFq4stA.png	18068	4622	0.1975	8111	0.2002	88
icons/H3WyQoLaWtE1I7yM4lZWgWy7z94WN6gg5l_TXxyLuh0F-1HLm5uN2m3HGzsAw-3_Ag.png	5003	1202	0.0706	2419	0.0651	90
icons/wSzm15uH9ch1rbj5260grO1KcGeaqAnJ_9Klf1p6u62hOiJLNVeHHD2y1efGAVsghME.png	34207	5740	0.2272	6072	0.2194	87
icons/xGQFPDB7vAptL1Yjd-29gpgDjc8nN2TcnwSq-OeoR9M1in6ImxiLQfssTni7Q9PY8-Qe.png	21803	4448	0.1704	7998	0.1739	88
icons/0KiAzAJ2y6383a8vtWf9ZIvx2-i7q4P8LxvWTI7z2MITXyF7hrxeReBHlFpipBmk6Yw.png	12541	2950	0.066	5070	0.069	90
icons/q0igvdI9Ht0QDawnP4kZqF4sUo3YCj2rjCMXKVVhsgv42eLL9c-COOrYPpr3HaVsexI.png	23420	4824	0.1031	9208	0.0989	90
icons/b6bXOrUH1nB-9W5ANxbn7gx51DAms1Cl5PlUia27CR-iHbWDhy6AIr1tCNNoMRA6Nr8.png	10850	2184	0.0636	4653	0.0731	90
icons/fAvI-bwAGDb5nD8Gz000oS4163uFdpyy46r_pE_Ob5Kt_sbJkXZaTtZAQwM98_sgEp8.png	24942	2486	0.107	4922	0.1043	85
icons/GpbjxzIUOyJBDa50_fqzwf224ei7FjF0a2FWB5VNlrK_EIzrLTAymwTFH2qND9BbTnI.png	17868	2974	0.0401	6016	0.0452	90
icons/9DPYC6iqoX8s0lK52SZ1wBS06i89-LwMhZhOYNOL6LnWQC76l2KRIfOObJpUuiYHSQ.png	3433	924	0.0626	1735	0.0548	90
icons/nyBuaEUb4yojv5JLk_UcVcd1aY4iC2Vm8rw7nZpEykmKJhYbQmLxlW7xr2dPNro_Og.png	17638	2940	0.0847	4912	0.0785	90
icons/QtAWMdD-TBEt2a7nK_Bu9xrI7RtyULMKBwXs1SVvMQ1PBFcvqU18FRJoyMRcm53Q2OSQ.png	18991	3292	0.1236	5639	0.1258	85
icons/_617P_ORKkx9gfSAt6EeRHC8GZxUoiqzVdgRz6hEsakDC_ILy31mnPgj_nf72381zf0o.png	22921	2368	0.0769	4262	0.0775	85
icons/X0K2gMJ9RJZhhlpeAymr9yHkcL_soqOSCkEo14tBKq0BEpl5knAgvmphj-kY6BRu7vU.png	17821	2622	0.0348	5267	0.0289	90
icons/ZL2ORpvQlSveHtGP4ms2g_szJ33LJzEUsThlbDcaMYBTWjAr0aUX43_NXbcmwbsXVo5p.png	10530	1396	0.032	3240	0.0254	90
icons/PLgP4NLsHi-TDy7beAHmeTg5ZpzmfwsRBdoB7XC-v-pHRdjm0Ej4K1ol8oIJc2vHAuI.png	8897	2792	0.0576	5273	0.0602	90
icons/6SNQD_E7D4Gf2Iq4eRtARu-99foFE5QVtZqzHUtKB6VdIwN8Az7P9KL45_9L9zo7rU4.png	21195	3066	0.0699	5820	0.0703	90
icons/XlIFTin1wpDe9WmWOrG9FRzSa9sAPxAcBE2aENDBJQjYHJJvXRgFPpFZUbfsSn3kKXk.png	26889	2126	0.0982	3739	0.0774	81
icons/xvAAQx1ppiy16749WJqItm35s65faUsdBFN3EOlCPuI_vFdcoNTEhxBP7tN9-p7LBvU.png	11450	2400	0.0255	4879	0.0303	95
icons/GDoxn1-J-3vJmh082-9qVmDg6sGpqKqXSBY8V9HDbdLfQMY9NBJi2v9_ZygNY3f8ZA.png	8558	3710	0.0064	2432	0.0067	90
icons/y2rFEtIub4AaNvv1m5X92vNMjrh2FxwxBH2vkIEqu2sUi0Gal8eNih2NWIDadF_askQ.png	8079	2498	0.0083	3546	0.0133	90
icons/ISDuovhUxS7jCjcy1qPSKKRyTuAlnGaIW_7MDKsShR_BNLS29IMLEwdsxEcbPiyNR2I.png	16227	2780	0.0992	6583	0.0979	92
