#File	PNG-Size	WebP-Size	WebP-DSSIM	JPEG-Size	JPEG-DSSIM	JPEG-Quality
icons/nax_uHIKXdnoSMtwuMxWZStUBQH31II1VeaKXhabOAYqNu9hq_fDvOUCEHryptsyjkk.png	11456	2430	0.0184	3469	0.0137	90
icons/407pz5qLVhsPC5VHas1F3u5WVZLigzvUHapdSefXFzLP9HeSKDzjs52fE1Zw6dKpVZU.png	18817	3402	0.1493	6019	0.1562	85
icons/j2c0JSqG5Z5uRBYkmxd6bRANdzYiqLJFufh9p4xVM2MVPjeLix9u9r6D44caK7KQf2g.png	23301	5944	0.077	7206	0.0786	92
icons/KO3w2DBor7LW-AsaVYyXQojuK4pAhT-vxjp7UzrF17knJhnA0jQxqkhNeEtE6Ev2VFw.png	17139	3842	0.0755	6853	0.0844	90
icons/50X0G13taZcoGVl6rnahiporfYS0dTQnma7r4ut7ju1DiMrphwVwocLZGdSH9eEHPA.png	25791	4384	0.2068	8898	0.2016	90
icons/b8cz_sCQRuash2PKxXrCwImCPh15zl2MIfRLwuZ-6w9vHY4MRoCVlzUWBFDx5dJ7C1g.png	30264	4530	0.1789	7361	0.1853	87
icons/00WM-D4_GYjuR9gIywWeXBbkLOVull0tvxpbKVStSk_JBkJUbMqPkn3WEOp-C2On7KA.png	16578	2472	0.0754	5481	0.0812	90
icons/7kL4L8wYFHKeMDTc_o1DoxOJYlcfScHk3c9tzmOQ2jLz-7F2UuHjIG90_mNMN1K1XSzp.png	20459	3296	0.1589	5609	0.1675	85
icons/RMr2VDr1fatkBbiQRot2x7EF-z11IRHeGBi4xjWpKzBH4d7CcnF8b-aBSV2CufOgllc.png	10065	1638	0.0532	4093	0.0528	90
icons/w1nMJWxRUCIp4pY5SWdG2A6Pfho0bnpgscF0xmpfVdhJYHnG57iVwlUZFjzdNqJp3b4.png	5015	1126	0.0441	2766	0.041	90
icons/mSrtGqWWeqIhMqH6ZcmvTLnMYPnuFKqgmWnHUuntUIO4ada4W6aIrrqUqI6Y8jeTvp0.png	10595	1740	0.0921	4389	0.0911	90
icons/vdYRimaqdWaoN_8wAV8E5g2F46cpbmGrch-VkDeKKwFDTmgfSOI8FdtkuTG5QVkDCvdF.png	25758	5066	0.0585	3971	0.0543	85
icons/8Gp2p3YLRAMMDoiqjYPLYX5JGyyOlIcVWFAWSs-GqZFqX81nS7jaJgsYaslLi2cxRw.png	29989	5348	0.1293	9440	0.1269	90
icons/e9UJqJnkpsLDUnPdX6a9zQ0FkqhTyXGuLbm6ZkXZcaJjDStPnXXP6LqMW2A8rpx7igU.png	12832	1800	0.0642	4353	0.06	90
icons/wNLqswFQ0xW4tv5yeBAlL9-nyYdF87tf2OrjOedFj6XCETul6j-6diXsWNMOxIPHrg.png	31693	2878	0.115	5008	0.1076	85
icons/v-U2a3Srd7oIrayIUjb5w6jSySFcFUn-fByvQiR7uQ7tIV8kTPhxl6JIXqwkF2RTSyU.png	11944	4234	0.0219	7011	0.0271	97
icons/8tDVg9ttGxCdoHPQBhPqlCrq9HyI_vv_pDdk4K63p8amh8djkDDZOU3dN03NxG8TSkQ.png	9910	1184	0.0226	3101	0.0268	90
icons/G4ykPU8liB1XYex1j3cdi1OW9iT6IxIWnp5L7RdoylMF7NwMGVwfdMWY3vzCL3Larw.png	11808	2634	0.0335	6225	0.0295	95
icons/JRhh2Ue-_GvxdxIQT47i521YItRvyLOYn3Va1ENlKv95rBHk03BxpmVpAcehbvpEZAtf.png	25563	2688	0.0802	4944	0.0802	85
icons/ulmJnp71fwiI_7z5qbRMoL3-NZ58vJL5TOJsRF_1gAdA_maNdFfiNKufkuAjAxGGBQ.png	30154	2456	0.2291	3796	0.1458	81
icons/fiQOZ9xwY5i2cyRdjHUgpLY_tsv23s48FRSYplZrQrodchLdNh5rKXBylP1fwCC-4C8.png	11927	2620	0.0901	5061	0.0942	85
icons/p2F6sa0QC8r-T_5A0oJrL50mamRBt_x4MMgyPETF-i3ovZPGG_L5lbYKz_iqMpqHJdQ.png	2772	558	0.0185	1428	0.0182	90
icons/_x2XSK9rwr6C8aH4s_Xoy0llc9oueEqs70hQ6JioAkHdpsD4Qob9YnUyA-2tc1qPxQ.png	4524	3126	0.0223	9647	0.0749	99
icons/44iSloaOM6QynnLsm6T5NTx1B7pk1G_3AXKg1z-LGiaTEg9iNWUBw6czdF98_y3rQM4.png	31346	3058	0.3335	4754	0.3268	84
icons/7KQtUGFEUY2RY36mtjW_KtgVnV1soNaPrl9SW6nplXW7SNFNVyIOc-XTl7hgFZwNVgkb.png	15716	5476	0.0242	4389	0.0282	90
icons/Zs9qqSwJqzSRFRHgFzISWgX0utFfm07GV9dOqyF-_RHWKDBW4ghXlodcBqvkEoGdRqPj.png	24354	1178	0.1032	2740	0.0841	81
icons/HSIVsjj64CcHQlqWkpOIYYVWqFFsj8Xm0DXtxrD8jtU7UZKeZRQgaF7yExf7VbqXHMg.png	4343	1570	0.2099	1754	0.2044	92
icons/Pg9RfiwwYEtxZ3ChSkSIU0CpyNjyD1J7hlaLpqWJ3U8Gm__6xF6miThbjdZzZxLKgLg.png	15690	2884	0.1377	6526	0.1286	90
icons/OSwyVno_wNOwLFVSdsrTqRoWnic_rzS5E3THMYmGczYIkaH9dQi4BIA41fUdK8C7Ag.png	16934	2746	0.1301	5001	0.1365	85
icons/l0PTXLptcHf9apboUAkRZbeayvEY3FadLcgGwAljTpqZt7e4na1SKOI9KVf-vjkp0iU.png	6380	3518	0.04	8092	0.0498	97
icons/Mpb3Gu5k5hg3BJYbinhqjVLTmTSA55v4HFALC-3cQMT83xkL0xKxXp0e3O9BmhEp6uc.png	8845	1282	0.0165	2149	0.0115	90
icons/u-rcA5yWPINLm_kk7Vozgp0q5WhFxipyBkevKZmth8DFje2Segv4ohM6SpnbhJ_cqA.png	27048	4210	0.145	6606	0.1473	85
icons/kmfD8sEGVaSrevyo4nMTPxJrHFXY5C5h22d8MKqoTnq6Hvnsa0-3m5LgMcMGeCGEbn0.png	25040	2508	0.1025	4769	0.1007	85
icons/N_kfdPf4Jn-FoTMDjVVyQTZCY2vv4WL6LAxPDkCdEPaAord_bGprCB0msXceRIeZjV4.png	20364	2430	0.0897	4822	0.092	85
icons/SXmHs5UOt29pY824_2X1TYV3OJqRn4Rr12qSIHb4qJl3PfxCMmj1lov1gjhVGbmhDDVq.png	7168	1838	0.0327	5010	0.0246	90
icons/JrVWgK4YEeSKj2oR_TssSiUgCJsja5YDi2P67EDLrxZRTNcregSZS4uUKVvbn-TjPXk.png	20105	3934	0.1172	10253	0.1174	95
icons/o3PTisgyuiuuad94Q7xiQ_Re3weOCqeZw2_vQJAUdp48fLwrucFnsh4fgMv5eE8coA.png	6310	1216	0.1498	1907	0.1413	90
icons/BRrsj9oy6OH0l_TZyFD-5bf41IxpK665M-wd_ZuiJpCG9hY0zjSsp7f6v7otCC-d3O8.png	6194	2410	0.3303	6406	0.3382	90
icons/O-d1p8qWlpHPVg7lOODgPLHTwyhXxiybPmPD3JcCBL12xHME8rk0YJP2Rnx0E9c6qMg.png	19945	1604	0.0644	3460	0.0631	85
icons/3TuLWFQMnn4k0Z7OnzUkKLt36SMA2wmrsdcWk51vd4al_eMX5K3CPAG0PsrMAtytUtU.png	21677	1288	0.0749	3760	0.0687	90
icons/pJKwHcsS_xd90_3hLA5N1QLq6itdCU1uLZA6RYJoxkMNqzpy2Qr5VNbd87j-tXtO8lw.png	27987	5528	0.1084	6720	0.1004	90
icons/56ScefTN0TE__JRTHJRrAAvGbfbeKw81he2AEKOdbg7tqEhMSwR2rhCwc68A6AEigjDe.png	21673	1762	0.0393	3884	0.0314	85
icons/h96OMEjbCqnTkrFdBiYzs0xGmaRflKWcSIGE7SVa7iyLS9RtUJZUZLDF85u-6kDR-A.png	7574	2232	0.1537	5350	0.1576	90
icons/_oqKFgSp7b9kkYf1SGdHMHfb5lMJ3p_FRi9RH0UyUbE06765V9a13cmPdfpr7a4l3Q.png	18366	4242	0.1177	8941	0.1218	95
icons/bvc8kI09SI4NGdO62dKVjoQjVBk2ECHAeB1xO77t-AZZroTY10lbccIC1-VfMAq58Rs.png	11212	2376	0.0497	5922	0.0487	90
icons/U63di8kO7_fLU7rErpd2EGQFUDedAYP6KZwQQWSSGRsU1pB3rRvnElepT-YhF75QCA.png	16191	2352	0.0369	4243	0.0414	90
icons/zFBmSGvozuv7AiyPk2-J5n6z5ym8-bWNCZCrVmIqNilO5mAt81CcjAvGEwic7k72q9Hv.png	15503	1634	0.0471	3476	0.046	85
icons/UsWUsjUT_VCPcFIrbjBPuMXwnmCVgz_9rLiEdufSgNREZv3nGU4jwhszxtNLWGAgfi8.png	9988	2274	0.0217	4059	0.0189	90
icons/GyPuUcCPRSpO6sD4hJLE6FZX5InwcTsv1Qd3RKEUYuyeMKeU4g2xngLRQCFxZT7K38A.png	7045	1260	0.0299	3145	0.0319	90
icons/1z8R6AgmoJmBU76LfuhRO_hAmMCd-q-tSpuimsExwDzRGL4WL5sycnCo93xa6rHi3nQ.png	19648	3336	0.1153	7051	0.1148	90
icons/TnXikhOxGsSNUz-ex9OoX0-7jzdDMbsLxVlGOsitkBZ7rk1x_ydzZGjGYmNPL1d5cg.png	9232	1422	0.0329	3572	0.0303	90
icons/wx9OwGxLpk-V-puweHPJANUftcdrJS7G16VPTnlfurHr0mlwjgV0AnQTLLYMTTdKQg.png	4156	786	0.0511	2007	1.7766	99
icons/bLZQDXioRXEkwLMQpryRGPiBs811fipsProGAxnrUI8dfadSNeUzklFJoWHx17UG8w.png	16127	3588	0.0879	7844	0.0965	90
icons/rgV2o6LPBzUumUuewMwjqHWF8kP2T42f-onMlL1GeXb_kmuEwCQGOhChpHF_n2IrCv7v.png	3227	848	0.0185	915	0.0251	90
icons/w2GbkiXzlSmSJuN7W1krAqzWDOsyfwBjWAQLKJHcv9dXDKnnsRW1i10k7HMakYusT6M.png	14381	2632	0.0717	5720	0.0634	90
icons/zKzn9eJYvNkK9uQ0dKG-R0ZfBFuOV8lJIxtknbOiQv3I9R-oZDhrHSwmVG4MjPOFew.png	23043	4422	0.2064	7446	0.2033	87
icons/OkIh1fDoNOUifM7MklaHDYtZjpWrAWi5VVeIWOjzkobpVITcdtYn1JQl_Yh7dcE1ig.png	15507	1564	0.0692	3389	0.0478	81
icons/nTP4W02O6fWruHwhJ4U7MMnhy2J-PB64EO-C_yswlggJgAXdQkm0XV4vn4VAm__4tLY.png	11834	2196	0.0651	6893	0.0639	95
icons/WFHvhkRDfBgCu8L4355-lA5fo4A0RhvQ0SGkCM4FzawYeVdv17MJ-mtbfd6H7NEl8g.png	5441	1238	0.0365	3264	0.0377	90
icons/myfRJzkg2plhUv4SKAyguG-gRtxybs5NSg3VnJpbf6SU7VnuyKll_mOLlvku7elRSWc.png	9628	1858	0.0228	4505	0.0263	90
icons/LygU_3pTJYccjxj-SsD8P4YtRyx20UWP2scCWAOScGGNwtLAvdCA_HuBjllMeHGVWvg.png	4838	1180	0.0406	3223	0.0449	90
icons/mc3jmgge6pyFBJpqZMzBNgoPLx3i0n1G3YM1F6ckyhVljimSe8vo8PlH2KzytK8G5NBt.png	13408	1548	0.0564	4086	0.0551	90
icons/7EIxpZkoxC6qxyV0V-uw0VtAkaxuzFhCZ7CN157ai-chwp-zTe7NJE_ivrc-WUB7p2E.png	17844	2764	0.0581	5485	0.0641	90
icons/bv8n9rlILXfahoTvL8_RfEuJMkKClwTs6OumfEneFp_W3nmsGY3acJQ1wuut_HpXIzU.png	17976	2268	0.0685	4466	0.0669	85
icons/zB1QmbmLdyj-Z26AxML7xe9yCD9V52ZLocPgnixOKu91_HaWni_4htqXrrG5pxlm2Q.png	20298	5698	0.0806	7427	0.0786	90
icons/91KVmrmAzmOgsWlLtCK2zm6cI6PjVAn-JHiLtLMpnIihy4Yme5YDTv85udFZRtfxaZc.png	10365	2904	0.1027	6011	0.0965	90
icons/YIthV59cc2YDS-qTXEK0XgHqkHh7rhwQ5fqFCN9JxdvsYPc9MOzKzpGr3GubU5mps6Q.png	15958	1824	0.0657	4813	0.0666	90
icons/fsj2ZLuNgxwPeWnRLyz101IOyHzoclF0xYSje6u1lxzgm4yNBWvdH7g1Pw20PGe32w.png	13928	3472	0.0642	5670	0.0666	90
icons/DJ_5cfV_m4BnmEb-aFKim9-WH4r9WuuSkHNp34ptc8yiSI84Y18V7w9OqHiV8gwjtTY.png	10200	2496	0.0874	5352	0.0864	90
icons/MjqPAEnSpVFD2upJYjDM2M4mZV_9otHJmSSHEgIjI1sf90aT0nQssopT4xLZPQ.png	28443	2230	0.1159	4243	0.1069	82
icons/C2t9L5ZvGP2z-MRn-7wvCNwSY8bIiMX_gzJzeeQDGhXIAAfQ3PTedxU2a9ETxLVkMQk.png	15422	4644	0.0137	2813	0.023	90
icons/GCiUv3xd-E_8cym1vfLBDCGV4NzhIREhctwrFPV8Huq3HdFW5OMnJGO4YbELXmvxlw.png	21864	3372	0.1376	7003	0.1361	90
icons/wZ6I748DpfzWoMjE5_IMeAhGwBGUImWr_5JEArtvh9fXRwocKtqJnhZmSAMVwNbv.png	7567	1712	0.0342	4134	0.0345	90
icons/aR9td8-ybL9LsgkldJ9pvC2kXQJKuNnPYqVhn5a5R6ODoIM6n1p0GHMZajL0IBIY9g.png	15502	4924	0.0767	9599	0.0911	99
icons/1drEPZfolJ_he-DUU_Mcb-QmDbwlrzxLXT6N7fE_bb09edklVUQ7nm3WU_xiPfSWvMM.png	11916	1124	0.0423	2847	0.0377	90
icons/aTmP2wwMlsCNW1LUiLYrO0HsnIDqYoYB1cez6yCQHI50QjGFxvXs92SDuuXHU84CRA.png	13404	3978	0.0163	4511	0.0199	90
icons/atVKnR9KHgfN-oKQYjfimiJ09ATL7KxMzTDtQs_51kMGKxVjZ9mVhDYGR6kUCo-iEy8.png	28010	3498	0.2673	6793	0.2732	87
icons/7TVVG5K0e2ITzPvmsn2adGZNsKDOcgmdJHQIqVprZ1kDLryudMOKXWEA6WxEdGLEc7I.png	11571	1046	0.0638	3892	0.0553	90
icons/CBtq9doWjvIcY8BdoogH37eNHCpT64pQBKG2DB4ci7f0v9IgIshYZgxGNLXBU6tRL7AB.png	16700	2990	0.0463	4252	0.0443	90
icons/39OwQYNjR5F5V1pDh8NpUg5NCuSgRb8_eN_rtA27i4uTTFeZY4oQG5-t1q4CePimsTs.png	4831	1846	0.0007	1094	0.0028	90
icons/DQO_XFlzWZBEBHJ89xSQbp2P_wbZkvGZ1FXNOD7zjVKDiu_ELyj4eZcNtSHyiB09SQ.png	8216	2128	0.0464	4601	0.0514	90
icons/OMnj284bbB5-JxN8eEzoFYx-uxy36Y7rKJE5HzJIU5GOYS-DWwOqtfNz447OefYg9KQ.png	32745	5102	0.162	8157	0.165	87
icons/JiWuJKisGtIR4YUPgGYK2wORzRe7holiLlKaq7PJ1yUfJTwcMGoInvQyR5eufpQZmeM.png	24009	1506	0.099	3137	0.094	82
icons/2qisWSxu5FGQLgqK3B9gMR5KnUW-v4JrMFnEI0vbGnTgDd1eiEmxGGF5hzC64LtAaA.png	14134	3382	0.1388	7699	0.1348	90
icons/mJo7pMj0LjPiwQT-5PHP4VQJuSqJpq1BTscbyFg_VsYCLn8eh3OpTVymL891nx1nDhM.png	20893	3530	0.0712	4965	0.0744	90
icons/gwtOHF6WuLYbOciYIOtmyZl9guq_F3zPy3cMJu-WP5EPwLzKuE4YMyd3d1kbnZluGw.png	27656	5098	0.0579	7676	0.0501	95
icons/-KNqsjojZocjhLGZ2r21r2jWOvKc-HD0FOdEnBU0zvFirhQAfSpYUfRuS7y3ovwz0-Y.png	4570	1542	0.064	1414	0.0642	90
icons/E3HK9nIiyi9wCUuHrtlg3WJB3MxXvk7uyiyovTJSzfuDUst1fgwWZJV1rw1nmO2TSZE.png	13742	1904	0.0628	6480	0.0552	95
icons/MsGC9fxX30FHhJUHdvTyBeGXEhpbfc0gPi8ks3uabulDcA1AG7NdGUNRV0fgfUO4STA.png	15491	3416	0.0864	5852	0.0825	90
icons/wfEnFzGMuo21touv4SdFaNSMoPpjLvNPl2ssnxXRsJVK1W49zPrEIPuC991F647iJZY.png	35260	6488	0.3277	9253	0.3288	85
icons/6UjBDPTHeJpTWnhP36iT1pjsM9TISPlkSEXjNUD0hssl5_M-YM_e-1hF_hDE04t9WA.png	5830	1160	0.0344	2392	0.0292	85
icons/CL7kF3Ra2LFPXSmQbSMoPcN-PenZ-cn2mvDRHoQVkgKRHDMk6ytkBvf5y3-k8azmJQ.png	32342	2856	0.0859	5926	0.0854	90
icons/8a3DDofyZLqBHyeZKHNm53btM5j1MSSXLcpzOqwESFKVGiuaJRsPjHAMwLruCZgoCEE.png	16460	4832	0.0276	3903	0.0367	90
icons/yUEGAXq8O-2XcXjL0NrLQRT5m6uwz1Zx4yS27uSpg09FUQrlFoEEIyPrkbQk-ebSdg8a.png	10027	1862	0.0234	3301	0.0239	90
icons/-3wScP1QJmpjoJ5_RzoXsWBcLmoVQMzOYXcRK5M9AvwlNmq-TsJqVwyt4T6jE8ejNAGU.png	16205	2296	0.005	5680	0.3377	99
icons/mv6bP21jXrTqa8RUtCTbnlkqHVWuC_u_p_Ov2EkxPVpqWmcXMVZFb4ZL20aCJgqL7U4.png	21392	5486	0.0065	5878	0.0061	90
icons/9pZtG2m4jvJYOQAOxYoPn6yYSfWOLgnwFta5_eI67Z_DIcQy6Qhv7OK1Ere6-2T41P-Y.png	13935	2198	0.0329	3953	0.0384	90
icons/Mj1woCEk7vd7K3T8kM66RYVLkkXFT8Ix7dtfhkmiiwfuHxAsNrAHUyGEjzO3N-lKFM5O.png	6797	2614	0.0635	6649	0.0695	95
icons/rwt7G6xIbYOPU-tFX_KBL4TQhOwIfBS3e1vfRXZY_YOEznH6XHT8i5kwmCTFysdMxCc.png	25081	2928	0.0836	5334	0.0877	85
icons/r8FuIKyImgt8qk3FOepHhY1F0WS6EdLpVcN8gqn5GuyKfNgQkg2iCJDvQrCWYkzgc70.png	9426	1470	0.0411	3666	0.0392	90
icons/aJ72Z6GcoZXXg-ZkFJUcgxEuW_6bOanMdAWxv_rBkLqjjAYegy7d7m5YvLcp3etBrQ.png	4005	1450	0.003	6744	0.0317	99
icons/zSFwPnvUZXgYkRfgvdLTqS2AsdRxK8DbblqgF-yILk-OPA9BaBvErGG-GRcgBjvcGE-e.png	10843	3034	0.049	5043	0.0504	92
icons/pS0PWwAK1Zx-iB0HdTHpyeU3ifeBUWpqmdECtfj5Nj5_Pt787M18TJBm8WZaoEV7qw.png	31570	4940	0.1976	7553	0.194	87
icons/Hkg8ePQ4MwaEuTGYrbmk5DwaLUj9l1gL9k1gTEZHCjm6AnZ_TrktNy-RI0Z1aonu_w.png	13002	5228	0.0153	8018	0.0316	99
icons/-ddJ8Ke5cqLMs9hPclDImmPm5ef2ImCCCvaiSXxQO9npDr_IidI393i8OmJdiqCbQQ.png	2105	666	0.0007	2801	0.0412	99
icons/XRtsjzsmUp9EVV_7rU7wmoMUrY4xqSrCyjucqgBfdY5HBAnnE6lwioVubGqNVlhih7Lt.png	16737	1342	0.0591	3698	0.0551	90
icons/7_iB3oSwjLHm4J1tAttL8mxDunJbMF-f1NKk3K3XBBcO3FFreg8QGN66Onpya1d0Cg.png	24559	2190	0.1263	4122	0.1295	85
icons/QO1Z62zp-tg_vBt6ciw_RlbmlFhqqu2Bnn8d3-lc-iNU3vmtKP9XksJlHD78ehGnK5k.png	14196	2128	0.0507	4828	0.0433	90
icons/piNbFaX_uxiwtUIhf4hPlzZklj3PtD41f6cbl38CO2U57ez9w1EKOBagOc-W0hcVvg.png	13469	3220	0.0786	7036	0.082	92
icons/V7uxXoueBYHWXg5JJTw_ETR0kbHgRTZZylpoh4IFJ83wEz5JxdwSbv4Or0C786e1ojKw.png	20046	4076	0.0661	7291	0.0729	90
icons/IXg2HJYfzlTFI_MNroNn1lFJdOmTnCGodvVJre6HlyAqlkoke9MLPvZfpif4PQ5YGA.png	15969	2532	0.0486	5156	0.041	90
icons/NmJ_xqDTH_gG5v7637m3n1kVyBEWp3DyArNDbvuQ56EVYQssMUuyDFFql5WbB1cm1Q.png	27866	3986	0.159	5961	0.1633	87
icons/mD3b4XHUSER0i4rEs_wDiv6xh46-D4rn7moYO62G4yceEr5je2gVglkBbDgj-MWz6g.png	23110	4762	0.0805	6261	0.0793	90
icons/iyYXEED0INiD_620_WT3kaC98fAxaU_xVfYpfyHdM66pN_bDjpJ9iox_hB1NgE_8se4.png	6857	2110	0.0378	3426	0.042	90
icons/tr-CByc2t9e4UPUQQB4qgOuYtPW2GBvM6OrYh5Xi0Ksipqlx9sLNoYNMsMwVKoxYoNc.png	13551	1894	0.0231	3202	0.0176	85
icons/nwwMx9ZUce44GCBktbT2SJEdSXEIOXxVlnsuWE6bANOu_cgBip-ZrKdqL0EXMfxwiGY.png	5833	1764	0.0511	6459	0.0634	99
icons/R9nI7X-lNVxDovrMjkex1VTJg13mnYO_Y14xHrIBVxwB_JzkKE4OIoYAl-CIFhFa2Q.png	16376	2888	0.0837	7078	0.0767	90
icons/vwYRNsyMAmVutnX8MiUamuJ6LIqx9Fppvy8Ui25mgCtamSi_OBUxFB3TIlEpkZJyRmea.png	18495	3660	0.0871	7076	0.0852	90
icons/h2HuWk1AmJde8DpyMtdSm8Ju8k5vaCDaGIzRHVKvbZQMEBISFDI9-akbheI3Z_oB6f7j.png	8759	1158	0.0304	3176	0.0321	90
icons/0Va4_gDV9q8GJUefkAoaOZcBWrTIVRCa5_RYq9XyUPciyHhSj78qdUJFNSAxp6Yu_Igx.png	19390	2720	0.0975	4667	0.0924	82
icons/5jenPcwvP3yVWRTlWA3n9kbdqiIYOImvQGMV9hZSw_fsyqA1azDSZpzC8qTxDYbnApI.png	20993	4036	0.1955	6473	0.2031	85
icons/MjO7RuC3M9LxyPxO4mK6lmaZa9sTb7gUn1K4wdtbKvRmrDbz0hzOgqZcrP8HqBHiR-c.png	21346	3946	0.172	7262	0.1753	88
icons/C4p0UUSzPw3AliQle5_u5AILwUG7pNZ-OZqsX9wWkX0JpWzA0zLhoIWGh8yxm1Bctao.png	13972	4086	0.0725	9709	0.0717	95
icons/nXggVULf6GULKD9HsCnl2C_LHQKvcKmUA2Z66ZNAr_7eqATFMwv6vEQjOgEOYT0-P4U.png	12226	3484	0.0827	9429	0.0915	95
icons/nBCNSAmxD8Yzdo8-z3FqCEDEB_9IZwdATQwZR_Lqa7eGZLy8YTTyjU8xXjcMqDP_Gyjn.png	7879	2916	0.0383	4907	0.0478	90
icons/dDJs-DGZ1n4beJT7Sy6Px9hPbkxrEIseb2nSjVJeWqUzj77V-BZ8j_NAt4CJ1Hfz2HAE.png	25579	4090	0.1142	8069	0.1053	90
icons/3tBQr-UkhXXOZoY0BrSVLdvDGcy79h-uSzfQKB6wtWbVyi-2zluRlIVkUcQZDHm26A.png	8581	2206	0.2202	5049	0.2131	90
icons/XlhmNGu6XlbDfyGeEA0zehfniN2ttWsx4ZZv0TLJx8_lPR9Ad3hwnwVuZHlbE4c5leg.png	18954	1802	0.05	3770	0.0467	85
icons/MvgkPQijDU-UFARO2veY0Ov-BUghoHz7-Rhi-RSLnMQPT4_DMBHpHccJUAhsmZdwvL0.png	9150	1582	0.0702	4326	0.0643	90
icons/Mt4Ewm6VdT5whhrLBqqyJsl5j1xkQ1Ynac392fYmLBCANyclNcHFzUTOUgyY2Hh9Zw.png	12826	1496	0.056	4251	0.0564	90
icons/fKB0iQwLJf1tU-NjLfTL5xaiSHsM00XO_IXBHdlGRRhfkrt21dx7igCdW7l3Vnt0vu0.png	31453	5016	0.143	7150	0.1424	87
icons/YG5AE_ZPkkBKaxi58_09cQWfW_Z_plDp4bRHRZbwM5-nQZ0h2b6LW7Fe21z8NLvShTM.png	24462	1998	0.0807	5781	0.0768	90
icons/W4GD0RyjHvg7qk93jI7qco5yOnw4A4jQkoQGsNu1kdLycXTjGg9Z_g5COjoRvnA1hX4.png	6400	2944	0.0395	4094	0.0469	90
icons/hLrxV--2yOIEhfyC3Cg9hvwgNYQQzPRcjhIBFoHMs85tNgoJuX5dDyvCJG__7YVn9A.png	3337	2118	0.0	380	0.0013	90
icons/u03n_OzJzH5b2kAUFCh0V_GPAQF0LQ8pq8MCnQ6qIjWEsdyasIy32fin_GyEfLtPxg.png	27650	2852	0.0862	5520	0.0772	85
icons/AnGLtMtVE8U4q8GMAuVRGBwfYcNon9q3RDgxP08IIKKak5JRjndBpJYd4lQAXoZejA.png	34862	4828	0.2424	7288	0.2509	85
icons/lG0-QEKYd6BgSgFWxD27kOvu78nXB_8V1bClWj4mlHoLITRlUBxgyE3VIedw23Hu82o.png	18696	3164	0.1516	6660	0.1494	90
icons/NzYLECS2xfRmcJ91MQvXdN-LwW1qLsIeoKzdiqATZuQAIco8XqIvMZXnNdrSYqTu9eg.png	24871	7616	0.1738	10025	0.1718	90
icons/WIsgZnRvJg1jn7XRQW_h8QWb_4EyKOE0zjzWzJd2ov_sO_1qh7uEZVKgfMfnyOYWz34.png	25359	3822	0.1359	7224	0.1453	90
icons/xyAvY-HJAQsG0zo2fwU-pJxD7GoorwwtXmhvBej5HaT59_Ye61OhVbhcA5HXRxS6RJHi.png	14046	4294	0.0096	5922	0.2108	99
icons/_xKbYCA48LtEi3_tEQyYcJfy2ffyOQ_4c3R_ND92gY39qhTV_Qn8JjqF1uAtvUTcmg.png	26424	5856	0.1582	9383	0.162	87
icons/fUY_xnVHcce1i9vY1uaQAUeSnnamosIL_Z1ordQxtgojal3xY1d9ioTZOve2yDRZDhdT.png	12295	1200	0.063	3780	0.0639	90
icons/41UOQ8QToPuBej0og07nNkmO8bHu8Y0F65LtWcMlBYfP8l0wbjpFQ3LL60_g9Rr0cNo.png	8489	2064	0.0721	4071	0.0813	90
icons/qDAQOLujmQfsMaSpreHlTJOTwRrE2UppRlflNU9Q3w5fgfxGAuIkIpkpNEvNHw1BgCQ.png	4566	2142	0.0447	4622	0.0511	90
icons/BzkiudJ5V1NlfY2dyymz9UVFCCg11UvSixwVHMIe0cjUYtqtE0P6tCh-SjmS9RHmpA.png	10719	1890	0.0615	4494	0.0579	90
icons/bECgMUErsbXNI__bKANH0AF5aGtg2S--m9eb68WqJB6aZjSnFCrcwMa9-3kcFLfkBrY.png	33123	3748	0.1759	6363	0.1749	85
icons/3ExYtKeTxi5K0crurteMIKD3jQx00MS3akkBM7JjfbVx_6wXEEGVGLJRN_kE8FNkZA.png	4154	1832	0.1001	2823	0.1149	99
icons/k94dDskZNxOmXjrepbxaDKnethMg81Cpc_YtN905EXFy5oqZvPFsYzSEBJ1nkOycbaw.png	14310	6982	0.0077	10706	0.0403	99
icons/nbyC2tfoo5li_uibuP4_6ZOvllB4pJdejX5PfASc1-W94BIdINrLE4w_po1ORZkaAF8.png	20554	2638	0.0382	4642	0.0388	85
icons/nxEeokcBCb8xC0W_V5VAeyjUUd6KsXzIsJ9DWcvTyFbNKZSlMlTbrDXSfmrEzPgXokI.png	9768	2120	0.0808	4101	0.0736	90
icons/Vno_v_KwLBfm5Oiusedbv1J30vzm7t_67soGquhHTTti5GrGbCd28r76fmluoLXe-g4.png	20736	1514	0.1816	2761	0.1686	81
icons/WC45Ty2ui7JHMdOomV36OeJL_2FFcoFAC5NMXwQYo2_qrJ-sauQvOtxlT0bbhfyohvA.png	29886	5038	0.0665	5391	0.0651	85
icons/GnQCDS6eAHH254XkwG0Ez6UUti7XA_M6rZRptBBW63BoENDBnB9ar6_OA8dvg7rDm-U.png	9099	1058	0.0454	3835	0.0377	90
icons/36MElT8OcqhDSIUER1x0cqIhTJSkXaP4pWcg8DPLp8HxZUKhCW9wtkZypOiQ55UvZ1A.png	4837	464	0.1647	930	0.1621	85
